gw1n1p5-007,GW1N-LV1P5LQ100C6/I5,GW1N,GW1N-1P5,LQFP100,GW1N-1P5/LQFP100-LV.json
gw1n1p5-009,GW1N-UV1P5LQ100C6/I5,GW1N,GW1N-1P5,LQFP100,GW1N-1P5/LQFP100-UV.json
gw1n1p5b-000,GW1N-LV1P5LQ100XC7/I6,GW1N,GW1N-1P5B,LQFP100X,GW1N-1P5B/LQFP100X-LV.json
gw1n1p5b-001,GW1N-LV1P5LQ100XC6/I5,GW1N,GW1N-1P5B,LQFP100X,GW1N-1P5B/LQFP100X-LV.json
gw1n1p5b-003,GW1N-UV1P5LQ100XC6/I5,GW1N,GW1N-1P5B,LQFP100X,GW1N-1P5B/LQFP100X-UV.json
gw1n1p5b-005,GW1N-LV1P5LQ100C7/I6,GW1N,GW1N-1P5B,LQFP100,GW1N-1P5B/LQFP100-LV.json
gw1n1p5b-006,GW1N-LV1P5LQ100C6/I5,GW1N,GW1N-1P5B,LQFP100,GW1N-1P5B/LQFP100-LV.json
gw1n1p5b-008,GW1N-UV1P5LQ100C6/I5,GW1N,GW1N-1P5B,LQFP100,GW1N-1P5B/LQFP100-UV.json
gw1n1p5b-012,GW1N-LV1P5QN48XC6/I5,GW1N,GW1N-1P5B,QFN48X,GW1N-1P5B/QFN48X-LV.json
gw1n1p5b-013,GW1N-UV1P5QN48XC6/I5,GW1N,GW1N-1P5B,QFN48X,GW1N-1P5B/QFN48X-UV.json
gw1n1p5b-014,GW1N-UV1P5LQ100XC7/I6,GW1N,GW1N-1P5B,LQFP100X,GW1N-1P5B/LQFP100X-UV.json
gw1n1p5b-015,GW1N-UV1P5LQ100C7/I6,GW1N,GW1N-1P5B,LQFP100,GW1N-1P5B/LQFP100-UV.json
gw1n1p5b-016,GW1N-LV1P5QN48XC7/I6,GW1N,GW1N-1P5B,QFN48X,GW1N-1P5B/QFN48X-LV.json
gw1n1p5b-017,GW1N-UV1P5QN48XC7/I6,GW1N,GW1N-1P5B,QFN48X,GW1N-1P5B/QFN48X-UV.json
gw1n1p5c-000,GW1N-LV1P5LQ100XC6/I5,GW1N,GW1N-1P5C,LQFP100X,GW1N-1P5C/LQFP100X-LV.json
gw1n1p5c-002,GW1N-UV1P5LQ100XC6/I5,GW1N,GW1N-1P5C,LQFP100X,GW1N-1P5C/LQFP100X-UV.json
gw1n1p5c-010,GW1N-LV1P5QN48XC6/I5,GW1N,GW1N-1P5C,QFN48X,GW1N-1P5C/QFN48X-LV.json
gw1n1p5c-011,GW1N-UV1P5QN48XC6/I5,GW1N,GW1N-1P5C,QFN48X,GW1N-1P5C/QFN48X-UV.json
gw1n1p5c-012,GW1N-LV1P5LQ100C6/I5,GW1N,GW1N-1P5C,LQFP100,GW1N-1P5C/LQFP100-LV.json
gw1n1p5c-014,GW1N-UV1P5LQ100C6/I5,GW1N,GW1N-1P5C,LQFP100,GW1N-1P5C/LQFP100-UV.json
gw1n1p5c-016,GW1N-UV1P5LQ100XC7/I6,GW1N,GW1N-1P5C,LQFP100X,GW1N-1P5C/LQFP100X-UV.json
gw1n1p5c-017,GW1N-UV1P5LQ100C7/I6,GW1N,GW1N-1P5C,LQFP100,GW1N-1P5C/LQFP100-UV.json
gw1n1p5c-018,GW1N-LV1P5QN48XC7/I6,GW1N,GW1N-1P5C,QFN48X,GW1N-1P5C/QFN48X-LV.json
gw1n1p5c-019,GW1N-UV1P5QN48XC7/I6,GW1N,GW1N-1P5C,QFN48X,GW1N-1P5C/QFN48X-UV.json
gw1n1p5c-020,GW1N-UV1P5QN48XFC7/I6,GW1N,GW1N-1P5C,QFN48XF,GW1N-1P5C/QFN48XF-UV.json
gw1n2-000,GW1N-LV2LQ100XC7/I6,GW1N,GW1N-2,LQFP100X,GW1N-2/LQFP100X-LV.json
gw1n2-002,GW1N-LV2LQ144XC7/I6,GW1N,GW1N-2,LQFP144X,GW1N-2/LQFP144X-LV.json
gw1n2-004,GW1N-LV2CS42C7/I6,GW1N,GW1N-2,WLCSP42,GW1N-2/WLCSP42.json
gw1n2-005,GW1N-LV2MG132XC7/I6,GW1N,GW1N-2,MBGA132X,GW1N-2/MBGA132X-LV.json
gw1n2-007,GW1N-LV2QN48C7/I6,GW1N,GW1N-2,QFN48,GW1N-2/QFN48.json
gw1n2-010,GW1N-LV2LQ100XC6/I5,GW1N,GW1N-2,LQFP100X,GW1N-2/LQFP100X-LV.json
gw1n2-011,GW1N-UV2LQ100XC6/I5,GW1N,GW1N-2,LQFP100X,GW1N-2/LQFP100X-UV.json
gw1n2-012,GW1N-LV2LQ144XC6/I5,GW1N,GW1N-2,LQFP144X,GW1N-2/LQFP144X-LV.json
gw1n2-013,GW1N-UV2LQ144XC6/I5,GW1N,GW1N-2,LQFP144X,GW1N-2/LQFP144X-UV.json
gw1n2-014,GW1N-LV2CS42C6/I5,GW1N,GW1N-2,WLCSP42,GW1N-2/WLCSP42.json
gw1n2-015,GW1N-LV2MG132XC6/I5,GW1N,GW1N-2,MBGA132X,GW1N-2/MBGA132X-LV.json
gw1n2-016,GW1N-UV2MG132XC6/I5,GW1N,GW1N-2,MBGA132X,GW1N-2/MBGA132X-UV.json
gw1n2-017,GW1N-LV2MG132C6/I5,GW1N,GW1N-2,MBGA132,GW1N-2/MBGA132-LV.json
gw1n2-018,GW1N-UV2MG132C6/I5,GW1N,GW1N-2,MBGA132,GW1N-2/MBGA132-UV.json
gw1n2-019,GW1N-LV2QN48C6/I5,GW1N,GW1N-2,QFN48,GW1N-2/QFN48.json
gw1n2-020,GW1N-UV2QN48C6/I5,GW1N,GW1N-2,QFN48,GW1N-2/QFN48.json
gw1n2-022,GW1N-LV2QN48EC7/I6,GW1N,GW1N-2,QFN48E,GW1N-2/QFN48E.json
gw1n2-023,GW1N-LV2MG132C7/I6,GW1N,GW1N-2,MBGA132,GW1N-2/MBGA132-LV.json
gw1n2-025,GW1N-LV2QN48EC6/I5,GW1N,GW1N-2,QFN48E,GW1N-2/QFN48E.json
gw1n2-038,GW1N-LV2LQ100C7/I6,GW1N,GW1N-2,LQFP100,GW1N-2/LQFP100-LV.json
gw1n2-041,GW1N-UV2LQ100C6/I5,GW1N,GW1N-2,LQFP100,GW1N-2/LQFP100-UV.json
gw1n2-043,GW1N-LV2LQ144C7/I6,GW1N,GW1N-2,LQFP144,GW1N-2/LQFP144-LV.json
gw1n2-044,GW1N-LV2LQ144C6/I5,GW1N,GW1N-2,LQFP144,GW1N-2/LQFP144-LV.json
gw1n2-046,GW1N-UV2LQ144C6/I5,GW1N,GW1N-2,LQFP144,GW1N-2/LQFP144-UV.json
gw1n2-053,GW1N-LV2MG132HC7/I6,GW1N,GW1N-2,MBGA132H,GW1N-2/MBGA132H.json
gw1n2-054,GW1N-LV2QN48HC7/I6,GW1N,GW1N-2,QFN48H,GW1N-2/QFN48H.json
gw1n2-057,GW1N-LV2MG49C6/I5,GW1N,GW1N-2,MBGA49,GW1N-2/MBGA49.json
gw1n2-058,GW1N-UV2MG49C6/I5,GW1N,GW1N-2,MBGA49,GW1N-2/MBGA49.json
gw1n2-059,GW1N-LV2CS42HC7/I6,GW1N,GW1N-2,WLCSP42H,GW1N-2/WLCSP42H.json
gw1n2-060,GW1N-LV2LQ100C6/I5,GW1N,GW1N-2,LQFP100,GW1N-2/LQFP100-LV.json
gw1n2b-000,GW1N-LV2QN48HC7/I6,GW1N,GW1N-2B,QFN48H,GW1N-2B/QFN48H.json
gw1n2b-001,GW1N-LV2QN48C7/I6,GW1N,GW1N-2B,QFN48,GW1N-2B/QFN48.json
gw1n2b-002,GW1N-LV2QN48C6/I5,GW1N,GW1N-2B,QFN48,GW1N-2B/QFN48.json
gw1n2b-004,GW1N-LV2MG132XC7/I6,GW1N,GW1N-2B,MBGA132X,GW1N-2B/MBGA132X-LV.json
gw1n2b-005,GW1N-LV2MG132XC6/I5,GW1N,GW1N-2B,MBGA132X,GW1N-2B/MBGA132X-LV.json
gw1n2b-007,GW1N-LV2MG132HC7/I6,GW1N,GW1N-2B,MBGA132H,GW1N-2B/MBGA132H.json
gw1n2b-008,GW1N-LV2MG132C7/I6,GW1N,GW1N-2B,MBGA132,GW1N-2B/MBGA132-LV.json
gw1n2b-009,GW1N-LV2MG132C6/I5,GW1N,GW1N-2B,MBGA132,GW1N-2B/MBGA132-LV.json
gw1n2b-011,GW1N-LV2LQ144XC7/I6,GW1N,GW1N-2B,LQFP144X,GW1N-2B/LQFP144X-LV.json
gw1n2b-012,GW1N-LV2LQ144XC6/I5,GW1N,GW1N-2B,LQFP144X,GW1N-2B/LQFP144X-LV.json
gw1n2b-014,GW1N-LV2LQ144C7/I6,GW1N,GW1N-2B,LQFP144,GW1N-2B/LQFP144-LV.json
gw1n2b-015,GW1N-LV2LQ144C6/I5,GW1N,GW1N-2B,LQFP144,GW1N-2B/LQFP144-LV.json
gw1n2b-017,GW1N-LV2LQ100XC7/I6,GW1N,GW1N-2B,LQFP100X,GW1N-2B/LQFP100X-LV.json
gw1n2b-018,GW1N-LV2LQ100XC6/I5,GW1N,GW1N-2B,LQFP100X,GW1N-2B/LQFP100X-LV.json
gw1n2b-020,GW1N-LV2LQ100C7/I6,GW1N,GW1N-2B,LQFP100,GW1N-2B/LQFP100-LV.json
gw1n2b-021,GW1N-LV2LQ100C6/I5,GW1N,GW1N-2B,LQFP100,GW1N-2B/LQFP100-LV.json
gw1n2b-023,GW1N-LV2CS42C7/I6,GW1N,GW1N-2B,WLCSP42,GW1N-2B/WLCSP42.json
gw1n2b-024,GW1N-LV2CS42C6/I5,GW1N,GW1N-2B,WLCSP42,GW1N-2B/WLCSP42.json
gw1n2b-026,GW1N-UV2QN48C6/I5,GW1N,GW1N-2B,QFN48,GW1N-2B/QFN48.json
gw1n2b-028,GW1N-UV2MG132XC6/I5,GW1N,GW1N-2B,MBGA132X,GW1N-2B/MBGA132X-UV.json
gw1n2b-030,GW1N-UV2MG132C6/I5,GW1N,GW1N-2B,MBGA132,GW1N-2B/MBGA132-UV.json
gw1n2b-032,GW1N-UV2LQ144XC6/I5,GW1N,GW1N-2B,LQFP144X,GW1N-2B/LQFP144X-UV.json
gw1n2b-034,GW1N-UV2LQ144C6/I5,GW1N,GW1N-2B,LQFP144,GW1N-2B/LQFP144-UV.json
gw1n2b-036,GW1N-UV2LQ100XC6/I5,GW1N,GW1N-2B,LQFP100X,GW1N-2B/LQFP100X-UV.json
gw1n2b-038,GW1N-UV2LQ100C6/I5,GW1N,GW1N-2B,LQFP100,GW1N-2B/LQFP100-UV.json
gw1n2b-040,GW1N-LV2MG121XC7/I6,GW1N,GW1N-2B,MBGA121X,GW1N-2B/MBGA121X-LV.json
gw1n2b-041,GW1N-LV2MG121XC6/I5,GW1N,GW1N-2B,MBGA121X,GW1N-2B/MBGA121X-LV.json
gw1n2b-043,GW1N-UV2MG121XC6/I5,GW1N,GW1N-2B,MBGA121X,GW1N-2B/MBGA121X-UV.json
gw1n2b-045,GW1N-LV2MG121C7/I6,GW1N,GW1N-2B,MBGA121,GW1N-2B/MBGA121-LV.json
gw1n2b-046,GW1N-LV2MG121C6/I5,GW1N,GW1N-2B,MBGA121,GW1N-2B/MBGA121-LV.json
gw1n2b-048,GW1N-UV2MG121C6/I5,GW1N,GW1N-2B,MBGA121,GW1N-2B/MBGA121-UV.json
gw1n2b-052,GW1N-LV2CS100HC7/I6,GW1N,GW1N-2B,WLCSP100H,GW1N-2B/WLCSP100H.json
gw1n2b-053,GW1N-LV2LQ144FC6/I5,GW1N,GW1N-2B,LQFP144F,GW1N-2B/LQFP144F-LV.json
gw1n2b-054,GW1N-UV2LQ100XC7/I6,GW1N,GW1N-2B,LQFP100X,GW1N-2B/LQFP100X-UV.json
gw1n2b-055,GW1N-UV2LQ100C7/I6,GW1N,GW1N-2B,LQFP100,GW1N-2B/LQFP100-UV.json
gw1n2b-056,GW1N-UV2LQ144XC7/I6,GW1N,GW1N-2B,LQFP144X,GW1N-2B/LQFP144X-UV.json
gw1n2b-057,GW1N-UV2LQ144C7/I6,GW1N,GW1N-2B,LQFP144,GW1N-2B/LQFP144-UV.json
gw1n2b-058,GW1N-UV2MG132XC7/I6,GW1N,GW1N-2B,MBGA132X,GW1N-2B/MBGA132X-UV.json
gw1n2b-059,GW1N-UV2MG132C7/I6,GW1N,GW1N-2B,MBGA132,GW1N-2B/MBGA132-UV.json
gw1n2b-060,GW1N-UV2MG121XC7/I6,GW1N,GW1N-2B,MBGA121X,GW1N-2B/MBGA121X-UV.json
gw1n2b-061,GW1N-UV2MG121C7/I6,GW1N,GW1N-2B,MBGA121,GW1N-2B/MBGA121-UV.json
gw1n2b-062,GW1N-UV2QN48C7/I6,GW1N,GW1N-2B,QFN48,GW1N-2B/QFN48.json
gw1n2b-063,GW1N-LV2LQ144FC7/I6,GW1N,GW1N-2B,LQFP144F,GW1N-2B/LQFP144F-LV.json
gw1n2b-064,GW1N-LV2CS100HC6/I5,GW1N,GW1N-2B,WLCSP100H,GW1N-2B/WLCSP100H.json
gw1n2c-000,GW1N-LV2LQ100XC6/I5,GW1N,GW1N-2C,LQFP100X,GW1N-2C/LQFP100X-LV.json
gw1n2c-004,GW1N-UV2LQ100XC6/I5,GW1N,GW1N-2C,LQFP100X,GW1N-2C/LQFP100X-UV.json
gw1n2c-008,GW1N-LV2LQ144XC6/I5,GW1N,GW1N-2C,LQFP144X,GW1N-2C/LQFP144X-LV.json
gw1n2c-012,GW1N-UV2LQ144XC6/I5,GW1N,GW1N-2C,LQFP144X,GW1N-2C/LQFP144X-UV.json
gw1n2c-016,GW1N-LV2CS42C7/I6,GW1N,GW1N-2C,WLCSP42,GW1N-2C/WLCSP42.json
gw1n2c-017,GW1N-LV2MG132XC6/I5,GW1N,GW1N-2C,MBGA132X,GW1N-2C/MBGA132X-LV.json
gw1n2c-019,GW1N-UV2MG132XC6/I5,GW1N,GW1N-2C,MBGA132X,GW1N-2C/MBGA132X-UV.json
gw1n2c-025,GW1N-LV2MG121XC6/I5,GW1N,GW1N-2C,MBGA121X,GW1N-2C/MBGA121X-LV.json
gw1n2c-027,GW1N-UV2MG121XC6/I5,GW1N,GW1N-2C,MBGA121X,GW1N-2C/MBGA121X-UV.json
gw1n2c-033,GW1N-LV2QN48C6/I5,GW1N,GW1N-2C,QFN48,GW1N-2C/QFN48.json
gw1n2c-035,GW1N-UV2QN48C6/I5,GW1N,GW1N-2C,QFN48,GW1N-2C/QFN48.json
gw1n2c-037,GW1N-LV2QN48HC7/I6,GW1N,GW1N-2C,QFN48H,GW1N-2C/QFN48H.json
gw1n2c-038,GW1N-LV2MG132HC7/I6,GW1N,GW1N-2C,MBGA132H,GW1N-2C/MBGA132H.json
gw1n2c-039,GW1N-LV2MG49C6/I5,GW1N,GW1N-2C,MBGA49,GW1N-2C/MBGA49.json
gw1n2c-040,GW1N-UV2MG49C6/I5,GW1N,GW1N-2C,MBGA49,GW1N-2C/MBGA49.json
gw1n2c-042,GW1N-LV2QN88C7/I6,GW1N,GW1N-2C,QFN88,GW1N-2C/QFN88-LV.json
gw1n2c-044,GW1N-LV2QN32XC6/I5,GW1N,GW1N-2C,QFN32X,GW1N-2C/QFN32X-LV.json
gw1n2c-045,GW1N-UV2QN32XC6/I5,GW1N,GW1N-2C,QFN32X,GW1N-2C/QFN32X-UV.json
gw1n2c-047,GW1N-LV2LQ100C6/I5,GW1N,GW1N-2C,LQFP100,GW1N-2C/LQFP100-LV.json
gw1n2c-049,GW1N-UV2LQ100C6/I5,GW1N,GW1N-2C,LQFP100,GW1N-2C/LQFP100-UV.json
gw1n2c-051,GW1N-LV2LQ144C6/I5,GW1N,GW1N-2C,LQFP144,GW1N-2C/LQFP144-LV.json
gw1n2c-053,GW1N-UV2LQ144C6/I5,GW1N,GW1N-2C,LQFP144,GW1N-2C/LQFP144-UV.json
gw1n2c-055,GW1N-LV2MG132C6/I5,GW1N,GW1N-2C,MBGA132,GW1N-2C/MBGA132-LV.json
gw1n2c-057,GW1N-UV2MG132C6/I5,GW1N,GW1N-2C,MBGA132,GW1N-2C/MBGA132-UV.json
gw1n2c-059,GW1N-LV2MG121C6/I5,GW1N,GW1N-2C,MBGA121,GW1N-2C/MBGA121-LV.json
gw1n2c-061,GW1N-UV2MG121C6/I5,GW1N,GW1N-2C,MBGA121,GW1N-2C/MBGA121-UV.json
gw1n2c-063,GW1N-LV2QN32C6/I5,GW1N,GW1N-2C,QFN32,GW1N-2C/QFN32-LV.json
gw1n2c-064,GW1N-UV2QN32C6/I5,GW1N,GW1N-2C,QFN32,GW1N-2C/QFN32-UV.json
gw1n2c-065,GW1N-LV2CS100HC7/I6,GW1N,GW1N-2C,WLCSP100H,GW1N-2C/WLCSP100H.json
gw1n2c-066,GW1N-LV2LQ144FC6/I5,GW1N,GW1N-2C,LQFP144F,GW1N-2C/LQFP144F-LV.json
gw1n2c-067,GW1N-UV2QN88C7/I6,GW1N,GW1N-2C,QFN88,GW1N-2C/QFN88-UV.json
gw1n2c-068,GW1N-LV2LQ100XC7/I6,GW1N,GW1N-2C,LQFP100X,GW1N-2C/LQFP100X-LV.json
gw1n2c-069,GW1N-LV2LQ100C7/I6,GW1N,GW1N-2C,LQFP100,GW1N-2C/LQFP100-LV.json
gw1n2c-070,GW1N-UV2LQ100XC7/I6,GW1N,GW1N-2C,LQFP100X,GW1N-2C/LQFP100X-UV.json
gw1n2c-071,GW1N-UV2LQ100C7/I6,GW1N,GW1N-2C,LQFP100,GW1N-2C/LQFP100-UV.json
gw1n2c-072,GW1N-LV2LQ144XC7/I6,GW1N,GW1N-2C,LQFP144X,GW1N-2C/LQFP144X-LV.json
gw1n2c-073,GW1N-LV2LQ144C7/I6,GW1N,GW1N-2C,LQFP144,GW1N-2C/LQFP144-LV.json
gw1n2c-074,GW1N-UV2LQ144XC7/I6,GW1N,GW1N-2C,LQFP144X,GW1N-2C/LQFP144X-UV.json
gw1n2c-075,GW1N-UV2LQ144C7/I6,GW1N,GW1N-2C,LQFP144,GW1N-2C/LQFP144-UV.json
gw1n2c-076,GW1N-LV2MG132XC7/I6,GW1N,GW1N-2C,MBGA132X,GW1N-2C/MBGA132X-LV.json
gw1n2c-077,GW1N-LV2MG132C7/I6,GW1N,GW1N-2C,MBGA132,GW1N-2C/MBGA132-LV.json
gw1n2c-078,GW1N-UV2MG132XC7/I6,GW1N,GW1N-2C,MBGA132X,GW1N-2C/MBGA132X-UV.json
gw1n2c-079,GW1N-UV2MG132C7/I6,GW1N,GW1N-2C,MBGA132,GW1N-2C/MBGA132-UV.json
gw1n2c-080,GW1N-LV2MG121XC7/I6,GW1N,GW1N-2C,MBGA121X,GW1N-2C/MBGA121X-LV.json
gw1n2c-081,GW1N-LV2MG121C7/I6,GW1N,GW1N-2C,MBGA121,GW1N-2C/MBGA121-LV.json
gw1n2c-082,GW1N-UV2MG121XC7/I6,GW1N,GW1N-2C,MBGA121X,GW1N-2C/MBGA121X-UV.json
gw1n2c-083,GW1N-UV2MG121C7/I6,GW1N,GW1N-2C,MBGA121,GW1N-2C/MBGA121-UV.json
gw1n2c-084,GW1N-LV2QN48C7/I6,GW1N,GW1N-2C,QFN48,GW1N-2C/QFN48.json
gw1n2c-085,GW1N-UV2QN48C7/I6,GW1N,GW1N-2C,QFN48,GW1N-2C/QFN48.json
gw1n2c-086,GW1N-LV2MG49C7/I6,GW1N,GW1N-2C,MBGA49,GW1N-2C/MBGA49.json
gw1n2c-087,GW1N-UV2MG49C7/I6,GW1N,GW1N-2C,MBGA49,GW1N-2C/MBGA49.json
gw1n2c-088,GW1N-LV2QN32XC7/I6,GW1N,GW1N-2C,QFN32X,GW1N-2C/QFN32X-LV.json
gw1n2c-089,GW1N-UV2QN32XC7/I6,GW1N,GW1N-2C,QFN32X,GW1N-2C/QFN32X-UV.json
gw1n2c-090,GW1N-LV2QN32C7/I6,GW1N,GW1N-2C,QFN32,GW1N-2C/QFN32-LV.json
gw1n2c-091,GW1N-UV2QN32C7/I6,GW1N,GW1N-2C,QFN32,GW1N-2C/QFN32-UV.json
gw1n2c-092,GW1N-LV2LQ144FC7/I6,GW1N,GW1N-2C,LQFP144F,GW1N-2C/LQFP144F-LV.json
gw1n2c-093,GW1N-LV2QN88A5,GW1N,GW1N-2C,QFN88,GW1N-2C/QFN88-LV.json
gw1n2c-094,GW1N-LV2CS100HC6/I5,GW1N,GW1N-2C,WLCSP100H,GW1N-2C/WLCSP100H.json
gw1nr2-000,GW1NR-LV2MG49PC7/I6,GW1NR,GW1NR-2,MBGA49P,GW1NR-2/MBGA49P.json
gw1nr2-002,GW1NR-LV2MG49PGC7/I6,GW1NR,GW1NR-2,MBGA49PG,GW1NR-2/MBGA49PG.json
gw1nr2-004,GW1NR-LV2MG49GC7/I6,GW1NR,GW1NR-2,MBGA49G,GW1NR-2/MBGA49G.json
gw1nr2-006,GW1NR-LV2MG49PC6/I5,GW1NR,GW1NR-2,MBGA49P,GW1NR-2/MBGA49P.json
gw1nr2-007,GW1NR-UV2MG49PC6/I5,GW1NR,GW1NR-2,MBGA49P,GW1NR-2/MBGA49P.json
gw1nr2-008,GW1NR-LV2MG49PGC6/I5,GW1NR,GW1NR-2,MBGA49PG,GW1NR-2/MBGA49PG.json
gw1nr2-009,GW1NR-UV2MG49PGC6/I5,GW1NR,GW1NR-2,MBGA49PG,GW1NR-2/MBGA49PG.json
gw1nr2-010,GW1NR-UV2MG49GC6/I5,GW1NR,GW1NR-2,MBGA49G,GW1NR-2/MBGA49G.json
gw1nr2-017,GW1NR-LV2MG49GC6/I5,GW1NR,GW1NR-2,MBGA49G,GW1NR-2/MBGA49G.json
gw1nr2b-000,GW1NR-UV2MG49PGC6/I5,GW1NR,GW1NR-2B,MBGA49PG,GW1NR-2B/MBGA49PG.json
gw1nr2b-002,GW1NR-UV2MG49PC6/I5,GW1NR,GW1NR-2B,MBGA49P,GW1NR-2B/MBGA49P.json
gw1nr2b-004,GW1NR-UV2MG49GC6/I5,GW1NR,GW1NR-2B,MBGA49G,GW1NR-2B/MBGA49G.json
gw1nr2b-006,GW1NR-LV2MG49PGC7/I6,GW1NR,GW1NR-2B,MBGA49PG,GW1NR-2B/MBGA49PG.json
gw1nr2b-007,GW1NR-LV2MG49PGC6/I5,GW1NR,GW1NR-2B,MBGA49PG,GW1NR-2B/MBGA49PG.json
gw1nr2b-009,GW1NR-LV2MG49PC7/I6,GW1NR,GW1NR-2B,MBGA49P,GW1NR-2B/MBGA49P.json
gw1nr2b-010,GW1NR-LV2MG49PC6/I5,GW1NR,GW1NR-2B,MBGA49P,GW1NR-2B/MBGA49P.json
gw1nr2b-012,GW1NR-LV2MG49GC7/I6,GW1NR,GW1NR-2B,MBGA49G,GW1NR-2B/MBGA49G.json
gw1nr2b-013,GW1NR-LV2MG49GC6/I5,GW1NR,GW1NR-2B,MBGA49G,GW1NR-2B/MBGA49G.json
gw1nr2c-000,GW1NR-UV2MG49PGC6/I5,GW1NR,GW1NR-2C,MBGA49PG,GW1NR-2C/MBGA49PG.json
gw1nr2c-002,GW1NR-UV2MG49PC6/I5,GW1NR,GW1NR-2C,MBGA49P,GW1NR-2C/MBGA49P.json
gw1nr2c-004,GW1NR-UV2MG49GC6/I5,GW1NR,GW1NR-2C,MBGA49G,GW1NR-2C/MBGA49G.json
gw1nr2c-006,GW1NR-LV2MG49PGC6/I5,GW1NR,GW1NR-2C,MBGA49PG,GW1NR-2C/MBGA49PG.json
gw1nr2c-008,GW1NR-LV2MG49PC6/I5,GW1NR,GW1NR-2C,MBGA49P,GW1NR-2C/MBGA49P.json
