15,11,1
15,7,2
15,5,3
31,26,1
31,21,2
31,16,3
31,11,5
31,6,7
63,57,1
63,51,2
63,45,3
63,39,4
63,36,5
63,30,6
63,24,7
63,18,10
63,16,11
63,10,13
63,7,15
127,120,1
127,113,2
127,106,3
127,99,4
127,92,5
127,85,6
127,78,7
127,71,9
127,64,10
127,57,11
127,50,13
127,43,14
127,36,15
127,29,21
127,22,23
127,15,27
127,8,31
255,247,1
255,239,2
255,231,3
255,223,4
255,215,5
255,207,6
255,199,7
255,191,8
255,187,9
255,179,10
255,171,11
255,163,12
255,155,13
255,147,14
255,139,15
255,131,18
255,123,19
255,115,21
255,107,22
255,99,23
255,91,25
255,87,26
255,79,27
255,71,29
255,63,30
255,55,31
255,47,42
255,45,43
255,37,45
255,29,47
255,21,55
255,13,59
255,9,63
511,502,1
511,493,2
511,484,3
511,475,4
511,466,5
511,457,6
511,448,7
511,439,8
511,430,9
511,421,10
511,412,11
511,403,12
511,394,13
511,385,14
511,376,15
511,367,17
511,358,18
511,349,19
511,340,20
511,331,21
511,322,22
511,313,23
511,304,25
511,295,26
511,286,27
511,277,28
511,268,29
511,259,30
511,250,31
511,241,36
511,238,37
511,229,38
511,220,39
511,211,41
511,202,42
511,193,43
511,184,45
511,175,46
511,166,47
511,157,51
511,148,53
511,139,54
511,130,55
511,121,58
511,112,59
511,103,61
511,94,62
511,85,63
511,76,85
511,67,87
511,58,91
511,49,93
511,40,95
511,31,109
511,28,111
511,19,119
511,10,127
1023,1013,1
1023,1003,2
1023,993,3
1023,983,4
1023,973,5
1023,963,6
1023,953,7
1023,943,8
1023,933,9
1023,923,10
1023,913,11
1023,903,12
1023,893,13
1023,883,14
1023,873,15
1023,863,16
1023,858,17
1023,848,18
1023,838,19
1023,828,20
1023,818,21
1023,808,22
1023,798,23
1023,788,24
1023,778,25
1023,768,26
1023,758,27
1023,748,28
1023,738,29
1023,728,30
1023,718,31
1023,708,34
1023,698,35
1023,688,36
1023,678,37
1023,668,38
1023,658,39
1023,648,41
1023,638,42
1023,628,43
1023,618,44
1023,608,45
1023,598,46
1023,588,47
1023,578,49
1023,573,50
1023,563,51
1023,553,52
1023,543,53
1023,533,54
1023,523,55
1023,513,57
1023,503,58
1023,493,59
1023,483,60
1023,473,61
1023,463,62
1023,453,63
1023,443,73
1023,433,74
1023,423,75
1023,413,77
1023,403,78
1023,393,79
1023,383,82
1023,378,83
1023,368,85
1023,358,86
1023,348,87
1023,338,89
1023,328,90
1023,318,91
1023,308,93
1023,298,94
1023,288,95
1023,278,102
1023,268,103
1023,258,106
1023,248,107
1023,238,109
1023,228,110
1023,218,111
1023,208,115
1023,203,117
1023,193,118
1023,183,119
1023,173,122
1023,163,123
1023,153,125
1023,143,126
1023,133,127
1023,123,170
1023,121,171
1023,111,173
1023,101,175
1023,91,181
1023,86,183
1023,76,187
1023,66,189
1023,56,191
1023,46,219
1023,36,223
1023,26,239
1023,16,247
1023,11,255
2047,2036,1
2047,2025,2
2047,2014,3
2047,2003,4
2047,1992,5
2047,1981,6
2047,1970,7
2047,1959,8
2047,1948,9
2047,1937,10
2047,1926,11
2047,1915,12
2047,1904,13
2047,1893,14
2047,1882,15
2047,1871,16
2047,1860,17
2047,1849,18
2047,1838,19
2047,1827,20
2047,1816,21
2047,1805,22
2047,1794,23
2047,1783,24
2047,1772,25
2047,1761,26
2047,1750,27
2047,1739,28
2047,1728,29
2047,1717,30
2047,1706,31
2047,1695,33
2047,1684,34
2047,1673,35
2047,1662,36
2047,1651,37
2047,1640,38
2047,1629,39
2047,1618,40
2047,1607,41
2047,1596,42
2047,1585,43
2047,1574,44
2047,1563,45
2047,1552,46
2047,1541,47
2047,1530,49
2047,1519,50
2047,1508,51
2047,1497,52
2047,1486,53
2047,1475,54
2047,1464,55
2047,1453,56
2047,1442,57
2047,1431,58
2047,1420,59
2047,1409,60
2047,1398,61
2047,1387,62
2047,1376,63
2047,1365,68
2047,1354,69
2047,1343,70
2047,1332,71
2047,1321,73
2047,1310,74
2047,1299,75
2047,1288,76
2047,1277,77
2047,1266,78
2047,1255,79
2047,1244,81
2047,1233,82
2047,1222,83
2047,1211,84
2047,1200,85
2047,1189,86
2047,1178,87
2047,1167,89
2047,1156,90
2047,1145,91
2047,1134,92
2047,1123,93
2047,1112,94
2047,1101,95
2047,1090,99
2047,1079,100
2047,1068,101
2047,1057,102
2047,1046,103
2047,1035,105
2047,1024,106
2047,1013,107
2047,1002,108
2047,991,109
2047,980,110
2047,969,111
2047,958,114
2047,947,115
2047,936,116
2047,925,117
2047,914,118
2047,903,119
2047,892,121
2047,881,122
2047,870,123
2047,859,124
2047,848,125
2047,837,126
2047,826,127
2047,815,146
2047,804,147
2047,793,149
2047,782,150
2047,771,151
2047,760,153
2047,749,154
2047,738,155
2047,727,157
2047,716,158
2047,705,159
2047,694,165
2047,683,166
2047,672,167
2047,661,169
2047,650,170
2047,639,171
2047,628,173
2047,617,174
2047,606,175
2047,595,179
2047,584,181
2047,573,182
2047,562,183
2047,551,185
2047,540,186
2047,529,187
2047,518,189
2047,507,190
2047,496,191
2047,485,205
2047,474,206
2047,463,207
2047,452,211
2047,441,213
2047,430,214
2047,419,215
2047,408,218
2047,397,219
2047,386,221
2047,375,222
2047,364,223
2047,353,231
2047,342,234
2047,331,235
2047,320,237
2047,309,238
2047,298,239
2047,287,245
2047,276,246
2047,265,247
2047,254,250
2047,243,251
2047,232,253
2047,221,254
2047,210,255
2047,199,341
2047,188,343
2047,177,347
2047,166,349
2047,155,351
2047,144,363
2047,133,365
2047,122,367
2047,111,375
2047,100,379
2047,89,381
2047,78,383
2047,67,439
2047,56,443
2047,45,447
2047,34,479
2047,23,495
2047,12,511
4095,4083,1
4095,4071,2
4095,4059,3
4095,4047,4
4095,4035,5
4095,4023,6
4095,4011,7
4095,3999,8
4095,3987,9
4095,3975,10
4095,3963,11
4095,3951,12
4095,3939,13
4095,3927,14
4095,3915,15
4095,3903,16
4095,3891,17
4095,3879,18
4095,3867,19
4095,3855,20
4095,3843,21
4095,3831,22
4095,3819,23
4095,3807,24
4095,3795,25
4095,3783,26
4095,3771,27
4095,3759,28
4095,3747,29
4095,3735,30
4095,3723,31
4095,3711,32
4095,3705,33
4095,3693,34
4095,3681,35
4095,3669,36
4095,3657,37
4095,3645,38
4095,3633,39
4095,3621,40
4095,3609,41
4095,3597,42
4095,3585,43
4095,3573,44
